Budget,Runtime,Popularity,Vote_Average,Vote_Count,Genres,Revenue,Release_Year,Release_Month,Release_Quarter,Revenue_Log,Budget_Log
10000000.0,86.0,1.453096,3.0,9.0,Comedy,45779.0,1998,2,1,10.731602593506558,16.118095750958314
12716953.0,113.0,6.183021,6.2,129.0,Crime,18814720.0,1997,1,1,16.750150153305523,16.358446621791025
35000000.0,93.0,13.495247,4.5,161.0,Science Fiction,19165560.0,1998,4,2,16.768625528478992,17.370858648025116
13000000.0,91.0,5.975082,6.1,112.0,Action,27007143.0,1998,4,2,17.11161198156275,16.380459992348886
75000000.0,120.0,11.644633,5.9,870.0,Action,140464664.0,1998,5,2,18.760466520446066,18.132998684833918
13000000.0,84.0,2.326115,5.5,10.0,Comedy,8026971.0,1998,5,2,15.898317928880397,16.380459992348886
40000000.0,86.0,13.02535,6.9,193.0,Fantasy,38172500.0,1998,5,2,17.45762594523667,17.50439003707821
130000000.0,139.0,11.295121,5.3,1075.0,Science Fiction,379014294.0,1998,5,2,19.753084480013506,18.683045016112164
30000000.0,108.0,3.385342,6.3,66.0,Comedy,29202884.0,1998,5,2,17.18977806372784,17.216707972959764
18500000.0,118.0,9.220346,7.2,1321.0,Adventure,10680275.0,1998,5,2,16.183909233859037,16.733281344102608
5000000.0,105.0,14.734622,5.9,56.0,Comedy,5879254.0,1998,5,2,15.586940611167329,15.424948670398354
60000000.0,107.0,9.430812,6.3,320.0,Crime,128038368.0,1998,6,2,18.667840534777994,17.909855136853043
70000000.0,98.0,18.324219,5.6,343.0,Action,164000000.0,1998,6,2,18.915376991886035,18.064005814299346
10000000.0,100.0,6.426937,6.1,122.0,Comedy,25605015.0,1998,6,2,17.058298827756545,16.118095750958314
180000.0,89.0,7.523517,7.8,113.0,Drama,900000.0,1997,8,3,13.710151153416941,12.100717685412471
90000000.0,88.0,21.180857,7.6,2089.0,Animation,304320254.0,1998,6,2,19.533591175254703,18.31532023940565
66000000.0,121.0,12.311615,6.6,494.0,Mystery,189198313.0,1998,6,2,19.05830630333727,18.005165315142214
71000000.0,85.0,9.439079,5.4,705.0,Comedy,294456605.0,1998,6,2,19.50064220215159,18.078190449090098
48000000.0,123.0,7.349812,6.5,338.0,Romance,77745568.0,1998,6,2,18.168952117045908,17.6867115897055
1500000.0,110.0,9.167761,7.2,172.0,Romance,2375097.0,1998,1,1,14.680549257757473,14.220976332738882
140000000.0,151.0,13.235112,6.5,2540.0,Action,553799566.0,1998,7,3,20.13231338683012,18.757152987716434
140000000.0,127.0,14.470551,6.3,782.0,Action,285444603.0,1998,7,3,19.469558536710146,18.757152987716434
40000000.0,110.0,10.03936,6.2,522.0,Comedy,54682547.0,1998,7,3,17.817055167124987,17.50439003707821
60000.0,84.0,10.621362,7.1,600.0,Mystery,3221152.0,1998,7,3,14.985249927961366,11.002116507732017
23000000.0,119.0,11.688958,6.5,1616.0,Romance,369884651.0,1998,7,3,19.728701763646637,16.951004817371683
379000.0,100.0,0.758012,5.0,20.0,Drama,4358000.0,1929,2,1,15.287524023949732,12.84529412258351
700000.0,112.0,11.118844,6.5,67.0,Drama,2594000.0,1932,5,2,14.768712029363464,13.45883704259595
1180280.0,110.0,1.196324,4.6,17.0,Drama,7630000.0,1933,2,1,15.84759853432223,13.981263103685288
1950000.0,132.0,7.135215,7.1,72.0,Adventure,4460000.0,1935,11,4,15.310659548211468,14.48334044336031
1644736.0,126.0,4.370592,7.2,79.0,Comedy,7433101.0,1938,8,3,15.821453826201733,14.313091050980239
1250000.0,118.0,9.058578,6.9,76.0,Drama,6000000.0,1941,10,4,15.607270193858982,14.038654909278163
1344000.0,134.0,3.306745,6.7,47.0,Drama,13500000.0,1942,6,2,16.41820031748273,14.111161544112575
1250000.0,101.0,8.731331,7.4,115.0,Drama,11000000.0,1945,11,4,16.213405921671733,14.038654909278163
2100000.0,172.0,6.069343,7.6,148.0,Drama,23650000.0,1946,12,4,16.978873715185514,14.557448378884015
2000000.0,118.0,6.857318,6.8,48.0,Drama,7800000.0,1947,11,4,15.86963441986494,14.508658238524095
4000000.0,152.0,4.011363,6.6,51.0,Action,36000000.0,1952,1,1,17.399029524198163,15.201805169084134
1650000.0,118.0,5.358582,7.2,137.0,War,30500000.0,1953,8,3,17.233237274364523,14.316286451937186
910000.0,108.0,18.211093,8.0,368.0,Crime,9600000.0,1954,6,2,16.077273760604726,13.721200977393528
343000.0,90.0,11.589081,7.2,75.0,Drama,3000000.0,1955,4,2,14.914123179965662,12.745488641595722
6000000.0,152.0,8.389903,7.0,399.0,Crime,43656822.0,1961,10,4,17.591870139603806,15.607270193858982
1000000.0,128.0,3.315827,6.1,40.0,Adventure,37600000.0,1963,10,4,17.442514634955867,13.815511557963774
3900000.0,120.0,6.997888,7.5,90.0,Drama,28350000.0,1966,12,4,17.160137623411405,15.176487367510099
2000000.0,109.0,9.059617,7.5,207.0,Crime,27379978.0,1967,8,3,17.125322610841085,14.508658238524095
10000000.0,153.0,8.630078,7.0,106.0,Drama,37402877.0,1968,9,3,17.437258211295774,16.118095750958314
3600000.0,113.0,10.579988,7.4,307.0,Drama,44785053.0,1969,5,2,17.617385025651565,15.096444681204078
1800000.0,104.0,6.694959,7.4,435.0,Action,41158757.0,1971,10,4,17.532947293547736,14.403297778421795
1000000.0,119.0,14.774066,7.5,1843.0,Drama,117235147.0,1976,11,4,18.57969228775781,13.815511557963774
8000000.0,105.0,9.741644,7.4,483.0,Drama,106260000.0,1979,12,4,18.48139948839795,15.894952224644102
5500000.0,123.0,6.877698,6.9,213.0,Drama,58972904.0,1981,5,2,17.89258865910012,15.520258832020865
31000000.0,161.0,14.004074,7.0,290.0,Drama,128499205.0,1985,12,4,18.67143328329213,17.249497794707484
23000000.0,163.0,11.076971,7.4,362.0,Drama,43984230.0,1987,10,4,17.59934174128316,16.951004817371683
25000000.0,133.0,11.267467,7.6,1762.0,Drama,412800000.0,1988,12,4,19.838473774554107,17.034386422832473
7500000.0,99.0,10.703677,7.0,358.0,Comedy,145793296.0,1989,12,4,18.797700402545097,15.830413711839864
1500000.0,92.0,6.357559,6.7,146.0,Comedy,2300000.0,1984,2,1,14.648420115681892,14.220976332738882
25000000.0,101.0,13.009688,7.1,618.0,Adventure,12729917.0,1986,6,2,16.359465529036015,17.034386422832473
1000000.0,97.0,12.627678,7.8,2189.0,Comedy,51525171.0,1985,2,1,17.757581022920572,13.815511557963774
3000000.0,87.0,8.668146,5.7,367.0,Horror,29999213.0,1985,10,4,17.216681739283203,14.914123179965662
5000000.0,96.0,10.035081,6.5,363.0,Horror,44793222.0,1987,2,1,17.617567413620975,15.424948670398354
7000000.0,99.0,8.120317,5.8,287.0,Horror,72500000.0,1988,8,3,18.099097133618006,15.76142084987672
8000000.0,89.0,7.534739,5.5,251.0,Horror,22168359.0,1989,8,3,16.914176605017776,15.894952224644102
11000000.0,89.0,11.560358,5.1,280.0,Horror,34872033.0,1991,9,3,17.367195747894154,16.213405921671733
550000.0,95.0,12.146747,6.4,622.0,Horror,59754601.0,1980,5,2,17.905756766730438,13.217675375388819
1250000.0,87.0,8.710824,6.0,321.0,Horror,21722776.0,1981,5,2,16.893871899369287,14.038654909278163
4000000.0,95.0,7.99229,5.7,257.0,Horror,36690067.0,1982,8,3,17.418016649695787,15.201805169084134
2600000.0,91.0,10.175913,5.9,241.0,Horror,32980880.0,1984,4,2,17.311438587898426,14.77102238760702
2200000.0,92.0,9.094477,5.1,200.0,Horror,21930418.0,1985,3,1,16.9033852264587,14.603968372873895
3000000.0,86.0,8.122042,5.7,219.0,Horror,19472057.0,1986,8,3,16.784491072841,14.914123179965662
2800000.0,88.0,7.909022,5.3,196.0,Horror,19170001.0,1988,5,2,16.768857219351503,14.845130332288226
5000000.0,100.0,7.743144,4.8,194.0,Horror,14000000.0,1989,7,3,16.454567959008102,15.424948670398354
300000.0,91.0,13.672759,7.4,1066.0,Horror,70000000.0,1978,10,4,18.064005814299346,12.611541086966115
2500000.0,92.0,13.501144,6.4,370.0,Horror,25533818.0,1981,10,4,17.055514366749545,14.731801689838349
2500000.0,98.0,6.066618,5.0,232.0,Horror,14400000.0,1982,10,4,16.48273883399067,14.731801689838349
5000000.0,88.0,6.199806,5.9,212.0,Horror,17768757.0,1988,10,4,16.692952304609978,15.424948670398354
5000000.0,96.0,6.585405,5.3,187.0,Horror,11642254.0,1989,10,4,16.270151710026955,15.424948670398354
1000000.0,92.0,3.65867,6.0,85.0,Horror,14796236.0,1980,7,3,16.509883449648857,13.815511557963774
9000000.0,87.0,19.827546,6.3,605.0,Horror,44196684.0,1988,11,4,17.604160344235286,16.012735246411598
13000000.0,84.0,14.310479,5.8,323.0,Drama,35763605.0,1990,11,4,17.39244134211186,16.380459992348886
13000000.0,90.0,24.515462,5.5,274.0,Thriller,20560255.0,1991,8,3,16.83887044983559,16.380459992348886
10700000.0,114.0,11.776326,7.1,811.0,Horror,122200000.0,1982,6,2,18.621169612885076,16.185754392890075
19000000.0,91.0,6.701138,5.8,172.0,Horror,40996665.0,1986,5,2,17.529001304289,16.759949589762293
10500000.0,98.0,7.977693,4.6,127.0,Horror,14144000.0,1988,6,2,16.46480113456092,16.166885910365842
8000000.0,122.0,12.137595,7.5,2046.0,Drama,441306145.0,1973,12,4,19.905249401176558,15.894952224644102
14000000.0,118.0,8.266984,4.5,137.0,Horror,30749142.0,1977,6,2,17.241372681909727,16.454567959008102
15000000.0,110.0,13.183804,7.0,1367.0,Adventure,120207127.0,1987,3,1,18.604726879471862,16.52356082573315
25000000.0,114.0,12.834276,6.7,1066.0,Action,227853986.0,1989,7,3,19.244215573875252,17.034386422832473
35000000.0,118.0,10.786007,6.4,824.0,Adventure,321731527.0,1992,5,2,19.589227991759024,17.370858648025116
11000000.0,106.0,11.333125,6.9,1629.0,Fantasy,153083102.0,1984,6,2,18.846491488763156,16.213405921671733
50000000.0,106.0,14.383185,6.3,664.0,Comedy,41482207.0,1990,6,2,17.540775170381426,17.72753358339242
19000000.0,114.0,14.280703,7.4,1563.0,Adventure,61503218.0,1985,6,2,17.934600072870396,16.759949589762293
95000000.0,136.0,11.348096,6.3,1211.0,Action,250288523.0,1998,7,3,19.338124906369682,18.36938746009113
92620000.0,153.0,14.487867,8.0,666.0,Drama,650422.0,1927,1,1,13.385378199444116,18.344015669813682
40000000.0,108.0,13.689855,7.4,3926.0,Adventure,332000000.0,1989,11,4,19.620645529892812,17.50439003707821
40000000.0,118.0,13.043999,7.1,2978.0,Adventure,244527583.0,1990,5,2,19.314838678511638,17.50439003707821
5000000.0,117.0,10.341849,7.3,274.0,Action,84563118.0,1972,12,4,18.253008783898053,15.424948670398354
858000.0,70.0,13.698132,6.8,1450.0,Animation,267447150.0,1942,8,3,19.40443253842639,13.662360543970586
2000000.0,207.0,15.01777,8.2,892.0,Action,271841.0,1954,4,2,12.512976294147677,14.508658238524095
14000000.0,119.0,11.46781,7.1,267.0,Drama,34670720.0,1988,12,4,17.36140611352227,16.454567959008102
40000000.0,137.0,9.261189,6.5,576.0,Action,30925690.0,1984,12,4,17.247097820374762,17.50439003707821
7000000.0,164.0,11.370288,7.0,206.0,Drama,8373585.0,1988,8,3,15.940592785600137,15.76142084987672
54000000.0,162.0,17.185349,7.1,1589.0,Crime,136766062.0,1990,12,4,18.733782454891035,17.804494623047066
1227401.0,100.0,8.319631,6.4,15.0,Mystery,1277401.0,1991,10,4,14.060338885788688,14.020410298396454
62000000.0,137.0,10.618141,7.0,288.0,Drama,1060056.0,1997,9,3,13.873833238227409,17.9426449591384
15000000.0,84.0,11.054751,5.5,104.0,Mystery,17507368.0,1998,7,3,16.67813243597632,16.52356082573315
10000000.0,84.0,6.046893,5.4,52.0,Comedy,19000000.0,1998,7,3,16.759949589762293,16.118095750958314
70000000.0,169.0,21.758054,7.9,5148.0,Drama,481840909.0,1998,7,3,19.99312455529168,18.064005814299346
25000000.0,80.0,9.806685,6.5,228.0,Animation,21288692.0,1985,7,3,16.873686644661102,17.034386422832473
20000000.0,98.0,7.499388,6.1,132.0,Adventure,35841901.0,1979,12,4,17.394628213859313,16.811242881518265
5000000.0,83.0,0.011574,5.9,10.0,Drama,8153677.0,1989,8,3,15.913979671760645,15.424948670398354
14000000.0,74.0,11.183924,6.9,334.0,Comedy,38625550.0,1986,7,3,17.4694245584526,16.454567959008102
28000000.0,96.0,10.390708,6.5,491.0,Comedy,39514713.0,1993,7,3,17.492183666837207,17.147715103853763
40000000.0,89.0,12.337898,4.8,272.0,Adventure,58662452.0,1992,7,3,17.887310437891223,17.50439003707821
32000000.0,93.0,12.358786,6.1,756.0,Adventure,222724172.0,1989,6,2,19.221444671464976,17.281246492014
50000000.0,140.0,7.65502,6.8,593.0,Action,44547681.0,1998,7,3,17.612070679102047,17.72753358339242
160000.0,91.0,4.877009,7.4,92.0,Documentary,6706368.0,1989,9,3,15.718568229844903,11.982935344196433
15000000.0,82.0,6.133697,7.3,206.0,Fantasy,10631333.0,1985,3,1,16.17931623632966,16.52356082573315
11000000.0,197.0,8.489499,7.4,252.0,Drama,111858363.0,1965,12,4,18.532744021826126,16.213405921671733
18000000.0,101.0,7.889227,6.6,312.0,Comedy,36602000.0,1989,2,1,17.415613469008274,16.705882371415992
6000000.0,120.0,7.882247,7.7,758.0,Crime,8551228.0,1986,8,3,15.96158557327301,15.607270193858982
4000000.0,78.0,22.845448,7.1,1791.0,Family,205843612.0,1967,10,4,19.142627278251656,15.201805169084134
40000000.0,83.0,17.496832,7.2,1921.0,Animation,222300000.0,1989,11,4,19.21953838343285,17.50439003707821
10000000.0,101.0,6.113646,6.4,203.0,Comedy,50752337.0,1992,10,4,17.742468243790547,16.118095750958314
4000000.0,79.0,15.727519,6.8,1643.0,Adventure,215880014.0,1961,1,1,19.19023332519776,15.201805169084134
4000000.0,77.0,16.861533,7.0,1380.0,Animation,87404651.0,1953,2,1,18.286059065753903,15.201805169084134
37931000.0,77.0,1.562471,6.6,303.0,Adventure,47431461.0,1990,11,4,17.67479632175146,17.4512793040366
1200000.0,78.0,11.32442,6.7,609.0,Fantasy,71215869.0,1977,6,2,18.08122624480362,13.997832948091215
25000000.0,109.0,6.523262,6.6,122.0,Adventure,11137801.0,1985,6,2,16.22585546599403,17.034386422832473
42000000.0,108.0,10.536644,6.3,265.0,Action,62000000.0,1991,6,2,17.9426449591384,17.553180200057167
6000000.0,75.0,14.276169,6.8,1332.0,Fantasy,51000000.0,1959,1,1,17.747336210296442,15.607270193858982
19000000.0,95.0,3.985819,6.6,38.0,Fantasy,5656087.0,1983,4,2,15.548243045136237,16.759949589762293
8000000.0,111.0,8.441602,6.1,328.0,Comedy,69821334.0,1984,3,1,18.061450180054187,15.894952224644102
17000000.0,96.0,16.574021,6.6,717.0,Science Fiction,33000000.0,1982,7,3,17.312018149733785,16.648723960844016
17000000.0,86.0,8.619068,5.7,306.0,Horror,55041738.0,1998,8,3,17.823602346293733,16.648723960844016
10500000.0,89.0,4.668541,4.5,52.0,Drama,11582891.0,1990,10,4,16.26503973986169,16.166885910365842
10000000.0,91.0,6.435926,6.9,293.0,Crime,33697647.0,1983,3,1,17.33293860060213,16.118095750958314
28000000.0,118.0,15.802306,7.1,2841.0,Adventure,333000000.0,1984,5,2,19.62365305094772,17.147715103853763
4000000.0,132.0,7.914795,6.1,187.0,Fantasy,30471420.0,1978,11,4,17.23229978590991,15.201805169084134
10000000.0,103.0,11.194448,6.9,320.0,Horror,20766616.0,1983,10,4,16.848857303433423,16.118095750958314
10000000.0,97.0,6.614078,5.5,170.0,Action,7433663.0,1986,7,3,15.821529431077773,16.118095750958314
5000000.0,91.0,7.065626,5.7,194.0,Horror,21200000.0,1983,8,3,16.86951178681205,15.424948670398354
800000.0,93.0,11.84696,5.6,243.0,Drama,14000000.0,1984,3,1,16.454567959008102,13.592368256649284
13800000.0,89.0,7.068389,6.3,244.0,Drama,27100027.0,1989,11,4,17.11504531905973,16.440179222591198
30000000.0,99.0,12.962525,6.7,871.0,Horror,191502426.0,1991,11,4,19.07041104013391,17.216707972959764
26000000.0,121.0,13.309701,6.8,408.0,Drama,65705772.0,1998,7,3,18.000697348696555,17.073607134447293
73000000.0,98.0,11.604533,5.8,331.0,Crime,103891409.0,1998,8,3,18.458856777001973,18.105970012811294
300000.0,94.0,0.546143,3.0,1.0,Drama,40542.0,1998,8,3,10.610118418254732,12.611541086966115
7200000.0,104.0,3.835188,6.7,58.0,Crime,12729678.0,1980,9,3,16.35944675419052,15.789591722875162
7500000.0,131.0,5.564294,7.8,199.0,Drama,33736689.0,1966,6,2,17.334096527127997,15.830413711839864
18000000.0,152.0,3.896319,6.0,42.0,Adventure,9000000.0,1967,12,4,16.012735246411598,16.705882371415992
1000000.0,88.0,5.602126,7.3,159.0,Adventure,3713768.0,1978,10,4,15.127557821868384,13.815511557963774
7000000.0,82.0,10.812275,7.5,186.0,Fantasy,14665733.0,1982,6,2,16.50102431028335,15.76142084987672
15000000.0,93.0,13.524001,7.3,233.0,Fantasy,40577001.0,1982,12,4,17.518712010874765,16.52356082573315
9000000.0,80.0,11.928545,6.6,344.0,Drama,84542002.0,1986,11,4,18.25275904574867,16.012735246411598
25000000.0,94.0,10.932786,6.2,282.0,Adventure,15502112.0,1985,7,3,16.55648689517904,17.034386422832473
6500000.0,93.0,6.683723,6.9,455.0,Comedy,23686027.0,1984,5,2,16.980395896395784,15.687312888712007
5000000.0,109.0,10.973482,7.1,251.0,Action,60000000.0,1980,9,3,17.909855136853043,15.424948670398354
60000000.0,89.0,9.562953,4.4,205.0,Thriller,48585416.0,1998,8,3,17.6988339821148,17.909855136853043
20000000.0,124.0,3.645263,6.0,24.0,Comedy,37672350.0,1998,8,3,17.444436988126935,16.811242881518265
3200000.0,136.0,11.504558,7.5,892.0,Horror,33395426.0,1968,6,2,17.32392953240539,14.978661680269907
27000000.0,102.0,14.225919,7.0,1031.0,Drama,20158808.0,1984,4,2,16.819151922041353,17.11134746100564
32000000.0,89.0,6.658994,5.5,193.0,Drama,16283667.0,1990,10,4,16.605673200286137,17.281246492014
5000000.0,100.0,1.564774,5.9,17.0,Drama,4710749.0,1998,2,1,15.365357688984737,15.424948670398354
45000000.0,120.0,15.043454,6.5,1950.0,Horror,131183530.0,1998,8,3,18.692107900680593,17.622173069956816
15000000.0,92.0,10.627364,7.1,1475.0,Fantasy,73326666.0,1988,2,1,18.110434906971,16.52356082573315
1500000.0,80.0,7.248676,7.8,539.0,Crime,2200000.0,1948,8,3,14.603968372873895,14.220976332738882
2000000.0,121.0,4.845776,6.7,86.0,Comedy,7900000.0,1976,4,2,15.882373444019521,14.508658238524095
3500000.0,116.0,5.316387,7.2,162.0,Crime,12600000.0,1972,5,2,16.349207451286784,15.068273812173887
4000000.0,143.0,5.757907,6.1,78.0,Action,6000000.0,1969,12,4,15.607270193858982,15.201805169084134
3000000.0,128.0,6.243248,6.4,120.0,Mystery,13000000.0,1966,7,3,16.380459992348886,14.914123179965662
2135161.0,130.0,6.409094,7.2,233.0,Crime,7000000.0,1964,7,3,15.76142084987672,14.574053079986395
1200000.0,105.0,8.56081,6.9,105.0,Crime,2000000.0,1956,12,4,14.508658238524095,13.997832948091215
2500000.0,120.0,12.547763,7.3,276.0,Adventure,10250000.0,1956,6,2,16.142788361109663,14.731801689838349
1200000.0,99.0,6.486117,6.9,152.0,Comedy,7000000.0,1955,10,4,15.76142084987672,13.997832948091215
1200000.0,101.0,15.41773,7.6,379.0,Crime,7000000.0,1951,6,2,15.76142084987672,13.997832948091215
13000000.0,106.0,8.736869,5.5,138.0,Music,16757163.0,1998,8,3,16.634336426289675,16.380459992348886
250.0,72.0,0.817002,7.5,12.0,Drama,203.0,1998,8,3,5.318119993844216,5.5254529391317835
35000000.0,126.0,9.918312,6.9,484.0,Adventure,57269863.0,1988,5,2,17.863285109650963,17.370858648025116
25000000.0,119.0,11.062203,7.6,1424.0,Crime,76270454.0,1987,6,2,18.149796199770982,17.034386422832473
1103000.0,99.0,5.660476,7.1,140.0,Mystery,4500000.0,1941,11,4,15.319588176962746,13.913545204853543
12000000.0,121.0,8.783454,6.9,451.0,Drama,22921898.0,1998,9,3,16.9476032997818,16.300417291085605
250000.0,90.0,12.095263,6.9,1101.0,Thriller,501818.0,1997,9,3,13.12599477588836,12.429220196836383
20000000.0,114.0,2.651408,6.5,52.0,Comedy,18253415.0,1998,9,3,16.719862798559333,16.811242881518265
25000000.0,117.0,3.643468,6.4,20.0,Drama,777423.0,1998,9,3,13.56374116906162,17.034386422832473
20000000.0,133.0,8.627019,6.8,101.0,Comedy,51249404.0,1987,12,4,17.7522145661593,16.811242881518265
28000000.0,114.0,8.318954,6.5,242.0,Comedy,103173635.0,1988,12,4,18.451923913258685,17.147715103853763
10000000.0,104.0,5.611184,5.8,67.0,Comedy,21486757.0,1988,8,3,16.88294739637253,16.118095750958314
800000.0,85.0,0.577976,5.1,8.0,Horror,7000000.0,1982,3,1,15.76142084987672,13.592368256649284
40000000.0,94.0,10.39662,5.0,88.0,Comedy,8479793.0,1991,2,1,15.953196715020189,17.50439003707821
40000000.0,138.0,12.330249,7.1,899.0,Drama,243240178.0,1992,12,4,19.309559904114614,17.50439003707821
38000000.0,117.0,7.118123,5.8,300.0,Drama,266614059.0,1993,4,2,19.40131270250282,17.453096744006448
33000000.0,98.0,11.840557,6.8,1254.0,Action,244386864.0,1998,9,3,19.31426303995494,17.312018149733785
2000000.0,91.0,2.740989,5.8,36.0,Action,124494.0,1998,9,3,11.732020833437868,14.508658238524095
55000000.0,122.0,9.672094,6.8,670.0,Action,41610884.0,1998,9,3,17.54387234965868,17.822843761378564
14000000.0,99.0,6.081401,5.6,293.0,Horror,72527595.0,1998,9,3,18.099477681884736,16.454567959008102
25000000.0,138.0,13.798247,6.4,51.0,Adventure,2075084.0,1990,10,4,14.545512674663362,17.034386422832473
15000000.0,109.0,16.83125,7.8,1629.0,Horror,19629760.0,1982,6,2,16.792557390936548,16.52356082573315
8000000.0,124.0,6.230854,6.9,169.0,Comedy,21706101.0,1992,4,2,16.89310397713858,15.894952224644102
10000000.0,89.0,5.720538,6.9,96.0,Comedy,10389003.0,1980,9,3,16.156258497075214,16.118095750958314
20000000.0,105.0,17.612244,7.5,3731.0,Fantasy,53000000.0,1990,12,4,17.78580249038432,16.811242881518265
60000000.0,83.0,16.025625,6.0,1320.0,Adventure,171757863.0,1998,10,4,18.961596275500323,17.909855136853043
17000000.0,81.0,12.480685,5.9,202.0,Comedy,30331165.0,1998,10,4,17.227686322710852,16.648723960844016
85000000.0,113.0,11.218378,6.8,596.0,Drama,71485043.0,1998,10,4,18.084998810958957,18.258161826219297
1100000.0,86.0,2.31478,4.7,36.0,Horror,631221.0,1998,10,4,13.355412902152286,13.910821646859095
11000000.0,92.0,9.270492,6.5,205.0,Comedy,31672907.0,1981,6,2,17.27097223621293,16.213405921671733
11000000.0,120.0,7.922216,7.3,393.0,Comedy,64088552.0,1992,3,1,17.975776325600318,16.213405921671733
28000000.0,116.0,7.482865,6.6,290.0,Thriller,40400657.0,1984,12,4,17.51435662992746,17.147715103853763
5000000.0,124.0,8.405672,7.9,740.0,Drama,26010864.0,1980,10,4,17.07402489331168,15.424948670398354
25000000.0,89.0,13.018491,5.5,366.0,Horror,50671850.0,1998,10,4,17.740881107276284,17.034386422832473
75000000.0,104.0,7.757795,6.3,348.0,Drama,46683377.0,1998,10,4,17.658898727802967,18.132998684833918
3000000.0,139.0,5.493697,7.4,197.0,Comedy,2807390.0,1998,10,4,14.847766140264016,14.914123179965662
75000000.0,99.0,7.970031,6.1,226.0,Action,14567883.0,1998,10,4,16.494329937699998,18.132998684833918
20000000.0,116.0,39.39497,8.3,3643.0,Comedy,229400000.0,1997,12,4,19.250977767018743,16.811242881518265
3500000.0,93.0,5.732016,5.8,92.0,Thriller,16324573.0,1990,5,2,16.60818213783989,15.068273812173887
20000000.0,119.0,18.157166,8.2,3120.0,Drama,23875127.0,1998,10,4,16.98834780557324,16.811242881518265
12000000.0,100.0,1.575026,5.4,12.0,Comedy,12902790.0,1998,10,4,16.372954202519335,16.300417291085605
10000000.0,105.0,6.788021,6.8,82.0,Drama,6451628.0,1998,1,1,15.679843215024052,16.118095750958314
70000000.0,116.0,9.019114,6.1,361.0,Drama,116672912.0,1998,11,4,18.57488496234641,18.064005814299346
23000000.0,90.0,9.461823,5.9,521.0,Comedy,185991646.0,1998,11,4,19.041212322066905,16.951004817371683
30000000.0,124.0,7.566321,7.2,346.0,Drama,82150642.0,1998,9,3,18.224065229562385,17.216707972959764
65000000.0,100.0,11.023042,5.1,381.0,Horror,40002112.0,1998,11,4,17.50444283568302,17.989897843244528
90000000.0,178.0,14.026744,6.9,1174.0,Fantasy,142940100.0,1998,11,4,18.777936226346036,18.31532023940565
9000000.0,111.0,15.236541,7.0,129.0,Action,7936012.0,1985,11,4,15.886921566050344,16.012735246411598
4000000.0,111.0,5.681582,7.0,106.0,Drama,2826523.0,1986,11,4,14.854558246128123,15.201805169084134
90000000.0,132.0,12.978751,6.7,1266.0,Action,250649836.0,1998,11,4,19.339567451364378,18.31532023940565
30000000.0,79.0,5.154373,5.8,149.0,Animation,100491683.0,1998,11,4,18.425585535771088,17.216707972959764
120000000.0,95.0,16.869209,6.8,2379.0,Adventure,363258859.0,1998,11,4,19.71062625103256,18.603002309079653
2900000.0,113.0,4.919716,7.6,132.0,Drama,5596708.0,1998,1,1,15.537689304383212,14.88022163978423
12000.0,93.0,5.738871,6.2,111.0,Horror,6000000.0,1972,3,1,15.607270193858982,9.392745258631441
2000000.0,87.0,2.894009,6.7,34.0,Action,4100000.0,1984,12,4,15.226497775576945,14.508658238524095
672000.0,100.0,8.73274,7.7,346.0,Action,10000000.0,1933,4,2,16.118095750958314,13.418015107599418
23000000.0,134.0,5.810716,5.9,179.0,Adventure,90614445.0,1976,9,3,18.322124206426327,16.951004817371683
10000000.0,105.0,2.663294,4.6,29.0,Action,4711220.0,1986,11,4,15.36545766806563,16.118095750958314
5000000.0,104.0,8.679349,6.0,99.0,Comedy,27400000.0,1985,3,1,17.126053607854647,15.424948670398354
8000000.0,98.0,6.040486,6.8,210.0,Comedy,59612888.0,1985,5,2,17.903382367044365,15.894952224644102
8045760.0,95.0,10.357224,5.8,98.0,Comedy,35150960.0,1989,3,1,17.37516251581877,15.900655926849847
17900000.0,89.0,10.014248,5.0,211.0,Adventure,6948633.0,1985,4,2,15.754055651460538,16.700311326676903
10000000.0,91.0,7.054864,6.2,288.0,Comedy,54999651.0,1986,3,1,17.822837415904,16.118095750958314
30000000.0,131.0,12.840798,6.0,515.0,Adventure,152427960.0,1985,5,2,18.842202655516658,17.216707972959764
4500000.0,96.0,8.354488,6.5,614.0,Comedy,146198896.0,1984,3,1,18.80047856079185,15.319588176962746
90000000.0,92.0,6.229629,5.3,312.0,Adventure,69131860.0,1998,11,4,18.0515262678542,18.31532023940565
15000000.0,93.0,2.312844,4.8,32.0,Drama,10443316.0,1998,11,4,16.16147281026287,16.52356082573315
3500000.0,90.0,0.556435,3.8,13.0,Comedy,9247881.0,1998,11,4,16.039905110297322,15.068273812173887
30000000.0,100.0,10.432293,6.2,182.0,Comedy,9898412.0,1998,9,3,16.107884999224613,17.216707972959764
60000000.0,105.0,6.715898,4.8,233.0,Horror,37141130.0,1998,12,4,17.43023556576766,17.909855136853043
70000000.0,103.0,9.538877,6.3,402.0,Science Fiction,118000000.0,1998,12,4,18.586195190904515,18.064005814299346
70000000.0,99.0,11.898185,6.9,847.0,Adventure,218613188.0,1998,12,4,19.20281446582997,18.064005814299346
9000000.0,93.0,5.997054,7.5,688.0,Comedy,17096053.0,1998,9,3,16.65435823460973,16.012735246411598
